forward_velocity,lateral_velocity,angular_velocity,Balance,foot_stance,foot_clear,foot_zvel,frequency_err,phase_err,joint_constraints,foot_slip,policy_smooth,twist
0.7807437358670594,3.8873525526569736e-05,1.2502826395798679e-06,2.0883978458186068,1.484,0.44949333333334707,-0.008924588844875889,-0.024230313838249327,2.007,-0.08943874624294766,-0.031220143057304136,-0.8205463953002943,-0.1580988578859729
0.7707613541923336,0.00018800117609635856,0.00016660473606793153,2.084900248259131,1.5015555555555555,0.43204000000001663,-0.009333961383906362,-0.024265292427443443,1.9992222222222222,-0.09136805793617093,-0.03159942056054672,-0.8185223684874149,-0.15743526935414884
0.7936509455321689,0.00020489865077025422,0.00013961320239989583,2.0904004289883438,1.4753710757914094,0.4116695126756895,-0.009403645025363708,-0.02482162153624538,1.9380007881255747,-0.09100658431334464,-0.03275096939439767,-0.8254668795854262,-0.16122046401968065
0.685596338564174,5.2992243974723956e-12,4.478934208120611e-05,2.086942149153957,1.5094444444444444,0.3746400000000124,-0.00865401106303298,-0.024119292581628576,1.9578888888888888,-0.08843982465448855,-0.03152052239747667,-0.8164023389809872,-0.15680476828747061
0.703846867028344,2.1621387930916934e-13,9.723859745345309e-07,2.056141107202227,1.4366666666666668,0.41421333333334553,-0.00976470476855425,-0.024272741388826045,1.9287777777777777,-0.08814334001185102,-0.031207648999147037,-0.8204094288597203,-0.18040693983566625
0.6603625478430157,1.4939275132384348e-07,0.00016519932788258628,2.0554013226987395,1.4776666666666667,0.43521333333335416,-0.009679162015087252,-0.024210126763337007,1.9683333333333333,-0.0869554772884127,-0.03176127933477584,-0.8177405602062926,-0.18235367850724865
0.6341481822701145,7.198196749646404e-07,0.0004753257563346132,2.064132361385515,1.5102222222222221,0.40124000000001714,-0.010176436230965438,-0.024157620496054365,1.9782222222222223,-0.0872448122916696,-0.0319637818297981,-0.8191464125185097,-0.18367575147064796
0.6750947797061156,2.1590568840044973e-45,7.642318218252207e-06,2.0279809902045254,1.573843288927088,0.4257155135367508,-0.011518708166127906,-0.02462998850705203,2.081506947428735,-0.08663888859056042,-0.03290688383061395,-0.8154633843593662,-0.18024339633224873
0.6092618354953535,0.00011517376209364142,0.00024744739160917,2.073769746806177,1.541,0.3947066666666808,-0.009170586801084617,-0.024150565810442653,2.0122222222222224,-0.08364756242804165,-0.030715117554029267,-0.8177874686496727,-0.17404561727205328
0.6065593139400669,0.0001276366487843601,0.00016044705450356443,2.0403593138870066,1.5121111111111112,0.41402666666667864,-0.009987391820083923,-0.024204807233548856,2.022,-0.08331932711084407,-0.030948368426845813,-0.8177754962605657,-0.18233254656436754
0.6066299752517964,0.00041500392967718517,0.00018982949333259987,2.0345594188185867,1.55,0.393680000000015,-0.009627723740173868,-0.02417250173858765,2.0515555555555554,-0.08287538616471138,-0.030976615633604283,-0.8225865346774717,-0.17332616681199464
0.588586422898553,1.719291021228764e-07,1.1155354337627654e-05,2.0383976609496117,1.5397777777777777,0.36456000000001015,-0.010471818695589488,-0.024120338378995732,1.986888888888889,-0.08197065759925651,-0.03124339050935425,-0.8156281937814177,-0.16612688238698223
0.6223503222874514,1.7033860285734802e-09,2.443344446542312e-05,2.042224708756659,1.592655230732061,0.34145928968349987,-0.009451196735713407,-0.02430435531462013,2.030200531529355,-0.082261415064339,-0.030599215872138773,-0.8139816051010093,-0.15501832957053638
0.5900836949343209,0.00021376617959503218,0.0002443292679652583,2.051962613906568,1.5875555555555556,0.35774666666667815,-0.009620641333241689,-0.02423218015706791,2.0183333333333335,-0.07966259129252744,-0.031039969910083554,-0.8161553300905205,-0.166152787924714
1.0070848355083855,0.0006217337577752528,7.388619329038768e-12,1.8481422320826992,1.7876626101552664,0.4434410407049923,-0.02258676885733689,-0.030833462635554473,2.200587494754511,-0.09691891037586067,-0.04465113443379568,-0.8186534661663278,-0.23692610972348652
0.5735461825241203,0.0002924890418959278,0.000175120289653093,2.078400154973855,1.6442222222222223,0.3354400000000073,-0.008933211619508098,-0.024237416240066565,2.0655555555555556,-0.07918674343878836,-0.029705695198888007,-0.814130691213033,-0.14558516195532187
0.6615649704361275,0.00016321444068941778,1.0106814352699408e-11,2.0138884358578,1.5819609050330923,0.38942281052793876,-0.013078098183649889,-0.02470108541039543,2.0594120363244572,-0.08169664560908695,-0.03133851268002116,-0.819435671352692,-0.16421422769267402
0.5983755256190747,3.3657724793444403e-07,0.00035210856766661723,2.061600725057798,1.5941957697983276,0.36556320708313345,-0.00935322089060674,-0.024403598458092503,2.033325135268077,-0.07894438236629592,-0.029183266723449872,-0.8161398140495372,-0.15231499101906953
0.6062714504384674,1.3635807797930649e-11,0.00012091390512415794,2.0684806270383786,1.5634444444444444,0.38098666666668196,-0.009760074014298376,-0.02421965822547453,2.041888888888889,-0.07798717200316786,-0.02869979683178986,-0.8201476170678591,-0.15695444287226912
0.660558252956429,0.00030656804070646577,4.559187491444935e-19,2.0346625291511526,1.6084883899738582,0.4090850376749209,-0.011133348879221516,-0.0246058037299399,2.0878056281716133,-0.08001336269361926,-0.02970584477450212,-0.818407644360234,-0.16702644809010558
